strategy,kind,CAGR_%,ann_vol_%,Sharpe,max_drawdown_%,beta_vs_SPY,Jensen_alpha_%,ann_turnover_pa_%,cost_drag_pa_%
Top decile EW (full),long_only,19.0660312968558,21.583702538267772,0.9218583751110261,-35.77793782143068,1.0700893847805342,9.913860308686905,286.86551481451306,0.5737310296290261
Top decile CW (full),long_only,18.4381975868545,27.06370861335005,0.7533205770510545,-41.04120944652087,0.8281339449365859,12.82725766503977,355.9319335267266,0.7118638670534533
Top quintile EW (full),long_only,18.819826778624858,18.512523107457934,1.0327030927164156,-36.639335022312956,1.0416675869600869,9.6230748952168,249.16376119193217,0.49832752238386435
Top quintile CW (full),long_only,13.708729184462687,22.46927522991782,0.6801419306624215,-38.51435955677639,0.8573327606920714,8.181097109414507,289.06714570353074,0.5781342914070615
IOZ.AX (full),benchmark,7.457956150151768,12.878482228130089,0.6259833218212929,-26.601855943437926,1.0,0.0,,0.0
