strategy,gross_CAGR_%,cost_drag_pa_%,net_CAGR_%,gross_Sharpe,net_Sharpe,ann_turnover_pa_%
Top decile EW,29.345271667189365,1.1319955420052072,27.931534441549076,1.4444921299272029,1.390134776419044,226.39910840104145
Top decile CW (ff-adj),15.076744702649147,1.504741242198834,13.393631541292894,0.8653228066222631,0.7869975685140096,300.9482484397668
Top quintile EW,27.58708708682922,0.9830370549686647,26.37812768823902,1.51983154619144,1.469217243414061,196.60741099373288
Top quintile CW (ff-adj),14.145945975591667,1.294814201272215,12.701123841284879,0.9270305459538775,0.8474936965924489,258.962840254443
LS Q1-Q5 EW,12.341039939636577,1.7348683664544937,10.401519769566626,0.8243623615990557,0.7078834684905277,346.9736732908987
LS Q1-Q5 EW (sector-neutral),11.420252708401435,2.044457336233986,9.17138303674161,0.9165603346958006,0.7514853050212686,408.8914672467972
