horizon_months,mean_ic_%,ic_ir,t_stat,hit_rate_%,n_months
1,5.739366706409632,0.4703783008029077,6.500757452824253,67.5392670157068,191
2,6.569228335328592,0.5680100334208698,7.8294779923496645,68.42105263157895,190
3,7.2203308122443595,0.6184028406801657,8.501633482177729,68.78306878306879,189
6,8.338382057147447,0.7319696298268532,9.9827348082541,77.95698924731182,186
12,8.011745196528606,0.7249623996360394,9.726391240305317,78.33333333333333,180
