date,scheme,returnOnInvestedCapital,returnOnEquity,freeCashFlowYield,revenueGrowth,epsgrowth,_has_history
2010-01-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2010-04-30,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2010-07-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2010-10-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2011-01-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2011-04-30,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2011-07-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2011-10-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2012-01-31,ic_ir,0.2,0.2,0.2,0.2,0.2,False
2012-04-30,ic_ir,0.43470838178467985,0.2652916182153201,0.1,0.1,0.1,True
2012-07-31,ic_ir,0.41271723508596436,0.2872827649140357,0.1,0.1,0.1,True
2012-10-31,ic_ir,0.42644587639163334,0.2735541236083666,0.1,0.1,0.1,True
2013-01-31,ic_ir,0.40162701212040175,0.2983729878795982,0.1,0.1,0.1,True
2013-04-30,ic_ir,0.3177067147434644,0.3506292831234443,0.1316640021330913,0.1,0.1,True
2013-07-31,ic_ir,0.1950983916288348,0.2310070253424364,0.3738945830287288,0.1,0.1,True
2013-10-31,ic_ir,0.238166348552452,0.222848928266152,0.33898472318139605,0.1,0.1,True
2014-01-31,ic_ir,0.23610783473488756,0.24613442774884767,0.3177577375162648,0.1,0.1,True
2014-04-30,ic_ir,0.2236476723339612,0.23513574464998385,0.34121658301605495,0.1,0.1,True
2014-07-31,ic_ir,0.12566238853274814,0.15388834049996689,0.520449270967285,0.1,0.1,True
2014-10-31,ic_ir,0.1,0.1,0.6,0.1,0.1,True
2015-01-31,ic_ir,0.1,0.10372935586575315,0.5962706441342469,0.1,0.1,True
2015-04-30,ic_ir,0.1,0.1,0.6,0.1,0.1,True
2015-07-31,ic_ir,0.1,0.1,0.6,0.1,0.1,True
2015-10-31,ic_ir,0.18476064109606213,0.14683317507913785,0.4226970029776703,0.12498764939455635,0.12072153145257335,True
2016-01-31,ic_ir,0.1937679087066781,0.14229734416200548,0.3068688645308616,0.20634734116608108,0.1507185414343737,True
2016-04-30,ic_ir,0.20742939203638064,0.16348161094438518,0.2481254409740014,0.1965030537316782,0.18446050231355465,True
2016-07-31,ic_ir,0.1814002923428792,0.14689006775410535,0.22919522814478857,0.2336135026454166,0.20890090911281034,True
2016-10-31,ic_ir,0.1,0.1,0.4673063191109573,0.2326936808890426,0.1,True
2017-01-31,ic_ir,0.1,0.1,0.348714616700023,0.24617563218787644,0.2051097511121006,True
2017-04-30,ic_ir,0.12294411526944773,0.1016256144221653,0.34724063115659054,0.2463419731669395,0.1818476659848569,True
2017-07-31,ic_ir,0.17202494790038497,0.1509975113685631,0.3060513283614378,0.2126718935981422,0.15825431877147195,True
