date,scheme,returnOnInvestedCapital,returnOnEquity,freeCashFlowYield,revenueGrowth,epsgrowth,_has_history
2017-10-31,ic_ir,0.1584925601025275,0.15770578871743388,0.23392669512410166,0.24522556721897648,0.2046493888369606,True
2018-01-31,ic_ir,0.17846703989815343,0.1771514422068426,0.23891185265451678,0.23983841219086657,0.16563125304962065,True
2018-04-30,ic_ir,0.1787057881576937,0.17555219930337257,0.23994129536969883,0.23356322589685422,0.1722374912723807,True
2018-07-31,ic_ir,0.18921859617511172,0.19330315597002343,0.17753291255987488,0.2571834070122442,0.18276192828274584,True
2018-10-31,ic_ir,0.19616508818961387,0.2051080434940113,0.16466520715733535,0.25333115180543186,0.18073050935360757,True
2019-01-31,ic_ir,0.24567345614372438,0.27412562756405,0.13428771581530508,0.20428230084855203,0.14163089962836856,True
2019-04-30,ic_ir,0.2591867907805376,0.274422343174055,0.10884350704404122,0.23078632323234902,0.12676103576901723,True
2019-07-31,ic_ir,0.31336214977944193,0.3203331408998257,0.12472798074841782,0.14157672857231463,0.1,True
2019-10-31,ic_ir,0.24288281065775127,0.29531763251878773,0.11988423540566402,0.18074757830677557,0.16116774311102133,True
2020-01-31,ic_ir,0.26689761434771553,0.2985332441606149,0.10873992039556041,0.17997676513626754,0.14585245595984167,True
2020-04-30,ic_ir,0.25913143912171266,0.29217014302076916,0.1,0.2003793465988944,0.14831907125862379,True
2020-07-31,ic_ir,0.25654906171850045,0.28672382798966745,0.1,0.20292786969155363,0.1537992406002786,True
2020-10-31,ic_ir,0.28675647038548524,0.30506191503766245,0.1,0.178603003602601,0.12957861097425136,True
2021-01-31,ic_ir,0.24246407295584507,0.2483579379963572,0.1,0.20422366313461837,0.20495432591317936,True
2021-04-30,ic_ir,0.21609624893933188,0.22987072308242823,0.1,0.2100285363778407,0.2440044916003992,True
2021-07-31,ic_ir,0.22395461229496638,0.21551462125258547,0.16117062127448228,0.16754422470741925,0.23181592047054655,True
2021-10-31,ic_ir,0.2220299490794884,0.18989396755644244,0.18742276296963856,0.18211010933591923,0.21854321105851138,True
2022-01-31,ic_ir,0.22168117152496286,0.20926728158862376,0.16172099984830546,0.19493242967003804,0.21239811736806985,True
2022-04-30,ic_ir,0.14792631274513676,0.15524738090307777,0.22507649177754002,0.23085350261835422,0.24089631195589117,True
2022-07-31,ic_ir,0.15206701008021364,0.15262511337198115,0.22282338728187528,0.22567487980641074,0.2468096094595192,True
2022-10-31,ic_ir,0.16895458761045767,0.1627027674398624,0.20110297364147853,0.23386158726977782,0.23337808403842358,True
2023-01-31,ic_ir,0.16348252469509986,0.14602287383839294,0.21976588510282768,0.23122203565290111,0.2395066807107784,True
2023-04-30,ic_ir,0.15806720513988057,0.12000210814583406,0.27840082464703203,0.20260645182582654,0.24092341024142677,True
2023-07-31,ic_ir,0.1523804893597817,0.1,0.31786238274791184,0.17934337722357827,0.2504137506687282,True
2023-10-31,ic_ir,0.12865575220776002,0.1,0.3613699818033671,0.15954801330059937,0.25042625268827357,True
2024-01-31,ic_ir,0.19892325191270505,0.1669675231073211,0.31070914910314695,0.1542212105370834,0.16917886533974355,True
2024-04-30,ic_ir,0.22415198694374355,0.22769816287497957,0.23575377151549354,0.1525268068110591,0.15986927185472416,True
2024-07-31,ic_ir,0.20857902601265674,0.23555732863196108,0.2343123815400904,0.15021116559471698,0.1713400982205748,True
2024-10-31,ic_ir,0.1854034315392836,0.228635145534348,0.2136085525564147,0.1807377797750941,0.1916150905948596,True
2025-01-31,ic_ir,0.14326147086757363,0.22990035445404294,0.2507613799504571,0.18274984534332905,0.19332694938459738,True
2025-04-30,ic_ir,0.22807557158836328,0.2800852464532719,0.21509657659357415,0.12415420536354302,0.15258840000124774,True
2025-07-31,ic_ir,0.26130491675726353,0.33449608735789593,0.15775551600002996,0.12753037783507098,0.11891310204973966,True
2025-10-31,ic_ir,0.27850989689451655,0.4043424933925037,0.11714760971297976,0.1,0.1,True
2026-01-31,ic_ir,0.2596833376371135,0.4181154831716959,0.12220117919119071,0.1,0.1,True
2026-04-30,ic_ir,0.1,0.2931432390385195,0.4068567609614805,0.1,0.1,True
