strategy,cost_bps,CAGR_%,ann_vol_%,Sharpe,max_drawdown_%,ann_turnover_%,cost_drag_%,Jensen_alpha_%,beta
Top decile EW,10,28.888240173708834,19.0984162313173,1.4379844968037305,-30.91286879217514,220.3077378426658,0.4406154756853316,18.324526343981063,1.1080495282635447
Top decile EW,25,28.065740785270997,19.054793568457217,1.406591110227445,-30.926988014570988,220.3077378426658,1.1015386892133292,17.663603130453065,1.1080495282635447
Top decile EW,50,26.703576366394465,18.99087719622143,1.3533216125746579,-30.950520051897378,220.3077378426658,2.2030773784266584,16.562064441239734,1.1080495282635447
Top decile CW (ff-adj),10,16.17120649859938,18.04824845727511,0.9277342936949662,-29.594822793571375,299.3997987138817,0.5987995974277633,7.868292407790495,1.1328576010514024
Top decile CW (ff-adj),25,15.156676569276883,17.98565064519841,0.8810234309221421,-29.604395388373263,299.3997987138817,1.4969989935694081,6.970093011648851,1.1328576010514024
Top decile CW (ff-adj),50,13.481328533705984,17.893812026444028,0.8018850664143148,-29.620348845272048,299.3997987138817,2.9939979871388163,5.4730940180794425,1.1328576010514024
Top quintile EW,10,26.874727706207736,17.208291598690327,1.485176657230413,-34.36494915215004,193.10487292266689,0.38620974584533385,16.819839507931654,1.102645363187825
Top quintile EW,25,26.165826915868973,17.15775252551947,1.4557873088139122,-34.377194194783215,193.10487292266689,0.9655243646133346,16.240524889163655,1.102645363187825
Top quintile EW,50,24.990885195920388,17.080829157451042,1.4058166490900688,-34.39760009917182,193.10487292266689,1.9310487292266691,15.27500052455032,1.102645363187825
Top quintile CW (ff-adj),10,13.96406511044952,15.960378217436965,0.9041602159098766,-26.81803166939405,265.6582326418436,0.5313164652836871,6.807567063425414,1.0061526825105978
Top quintile CW (ff-adj),25,13.074777446103859,15.923900899211047,0.8561824394317259,-27.260483724218908,265.6582326418436,1.328291163209218,6.010592365499884,1.0061526825105978
Top quintile CW (ff-adj),50,11.605072907307811,15.87289026267368,0.7752509436094076,-27.99331340293899,265.6582326418436,2.656582326418436,4.682301202290665,1.0061526825105978
LS Q1-Q5 EW,10,11.77954018970464,15.597685732293487,0.7957393482594407,-34.926842986049444,342.5574296360764,0.6851148592721528,15.242907595146809,-0.13863994341145944
LS Q1-Q5 EW,25,10.631712071376253,15.678174293370828,0.7261062274882383,-36.080076014043684,342.5574296360764,1.7127871481803818,14.21523530623858,-0.13863994341145944
LS Q1-Q5 EW,50,8.738589362129234,15.83457258214912,0.6107669020877087,-37.96191513620174,342.5574296360764,3.4255742963607636,12.502448158058197,-0.13863994341145944
LS Q1-Q5 EW (sector-neutral),10,10.512180082500766,12.640495401372798,0.8570012354523061,-19.770716088227413,399.3857868020304,0.798771573604061,12.531176455471881,-0.2199046292993055
LS Q1-Q5 EW (sector-neutral),25,9.197673168136022,12.6963471562801,0.7588610091315804,-21.813860778707074,399.3857868020304,1.9969289340101528,11.333019095065788,-0.2199046292993055
LS Q1-Q5 EW (sector-neutral),50,7.033950091266616,12.823044345198726,0.5956334296035746,-25.114930956261304,399.3857868020304,3.9938578680203056,9.336090161055637,-0.2199046292993055
