date,scheme,returnOnInvestedCapital,returnOnEquity,freeCashFlowYield,revenueGrowth,epsgrowth,_has_history
2017-07-31,ic,0.18400594154700964,0.11245020166787485,0.389751094893311,0.21449192516551782,0.09930083672628656,True
2017-10-31,ic,0.15656424399211158,0.1354577764039631,0.2543066621312159,0.2784098183750277,0.17526149909768177,True
2018-01-31,ic,0.19821452393649341,0.16919442858350559,0.2592168956147119,0.2652601089866697,0.10811404287861942,True
2018-04-30,ic,0.20546931848445057,0.170865894950285,0.2558256171149795,0.2463299815399464,0.12150918791033846,True
2018-07-31,ic,0.2229303685309469,0.19972614375307998,0.14990699363174423,0.29190058204483593,0.13553591203939291,True
2018-10-31,ic,0.24275295043707412,0.2228459165705225,0.12426724423787512,0.28028298333812734,0.1298509054164008,True
2019-01-31,ic,0.3587440086971109,0.3523082433670238,0.058530095738180216,0.16894424337478434,0.06147340882290069,True
2019-04-30,ic,0.3891888177571528,0.34365343767123613,0.017187354938587033,0.20873065261713014,0.04123973701589375,True
2019-07-31,ic,0.47414530242965597,0.3940661162104598,0.051827499626464685,0.07996108173341941,0.0,True
2019-10-31,ic,0.34710949208980907,0.3458959616382594,0.04525126395614481,0.1615765325591836,0.10016674975660314,True
2020-01-31,ic,0.3905734270798343,0.35404445535202866,0.02047336594195816,0.16262308012468787,0.07228567150149104,True
2020-04-30,ic,0.36829588851508216,0.34944818938706734,0.0,0.20850241577698791,0.07375350632086257,True
2020-07-31,ic,0.3679575371960295,0.3412613487302941,0.0,0.20995969899983893,0.08082141507383744,True
2020-10-31,ic,0.4216541637333666,0.36291469252531067,0.0,0.16555481986119738,0.04987632388012536,True
2021-01-31,ic,0.35122784194586903,0.2906942228087738,0.0,0.20073702060724952,0.15734091463810765,True
2021-04-30,ic,0.2923783974681624,0.26464405443615446,0.0,0.21895567525170592,0.22402187284397718,True
2021-07-31,ic,0.3227825367596077,0.23561747551505877,0.10968409054509874,0.12869146490002448,0.20322443228021045,True
2021-10-31,ic,0.3244157438010273,0.1883292924808441,0.15827480466871902,0.14919730292672767,0.17978285612268188,True
2022-01-31,ic,0.3254572925447589,0.22961659905064746,0.11353201926267499,0.1610655204877706,0.170328568654148,True
2022-04-30,ic,0.14163234623292736,0.12431391701172717,0.2625802609108548,0.24231512101663646,0.22915835482785424,True
2022-07-31,ic,0.16125504588695383,0.12463113436122034,0.2634672475625015,0.2215046468894821,0.22914192529984231,True
2022-10-31,ic,0.20944388727942104,0.14634764755652063,0.21085981717660546,0.22643132814231012,0.20691731984514275,True
2023-01-31,ic,0.1908145073376274,0.10584941491429382,0.2517154362897865,0.23261908829219208,0.2190015531661001,True
2023-04-30,ic,0.1750113759064882,0.044886778680997864,0.3829190950299714,0.17644524259420183,0.22073750778834073,True
2023-07-31,ic,0.15475664635580738,0.0,0.46621243081660046,0.13950908106487012,0.2395218417627221,True
2023-10-31,ic,0.08798502540361407,0.0,0.5963339822244886,0.10132137655902954,0.21435961581286783,True
2024-01-31,ic,0.2509496358781758,0.12277278779563337,0.4409701755208791,0.09172973094172505,0.09357766986358669,True
2024-04-30,ic,0.3148837442370321,0.22365883706709608,0.29957623376921677,0.0857729632789743,0.07610822164768083,True
2024-07-31,ic,0.2745405642016053,0.2388103751435897,0.3120464819968316,0.08436167376417886,0.09024090489379454,True
2024-10-31,ic,0.2192321157349263,0.2187508984989331,0.27992581674703554,0.15649248872247196,0.12559868029663296,True
2025-01-31,ic,0.10743405992815566,0.21735947819820312,0.37966639872552693,0.17015199894564936,0.12538806420246495,True
2025-04-30,ic,0.3061119588754521,0.3098920366659097,0.2631062477174832,0.051416616071928184,0.06947314066922688,True
2025-07-31,ic,0.38409835182540286,0.4018033909467113,0.1329174756412608,0.05672910522815875,0.02445167635846624,True
2025-10-31,ic,0.4192400252716538,0.5384839316114102,0.04227604311693601,0.0,0.0,True
2026-01-31,ic,0.3762470409620012,0.5711167683582222,0.05263619067977666,0.0,0.0,True
2026-04-30,ic,0.0,0.3351304850406089,0.6648695149593911,0.0,0.0,True
