date,scheme,returnOnInvestedCapital,returnOnEquity,freeCashFlowYield,revenueGrowth,epsgrowth,_has_history
2010-01-31,ic,0.2,0.2,0.2,0.2,0.2,False
2010-04-30,ic,0.2,0.2,0.2,0.2,0.2,False
2010-07-31,ic,0.2,0.2,0.2,0.2,0.2,False
2010-10-31,ic,0.2,0.2,0.2,0.2,0.2,False
2011-01-31,ic,0.2,0.2,0.2,0.2,0.2,False
2011-04-30,ic,0.2,0.2,0.2,0.2,0.2,False
2011-07-31,ic,0.2,0.2,0.2,0.2,0.2,False
2011-10-31,ic,0.2,0.2,0.2,0.2,0.2,False
2012-01-31,ic,0.2,0.2,0.2,0.2,0.2,False
2012-04-30,ic,0.6725974113503297,0.32740258864967026,0.0,0.0,0.0,True
2012-07-31,ic,0.6247825460325473,0.37521745396745265,0.0,0.0,0.0,True
2012-10-31,ic,0.654927331353377,0.34507266864662295,0.0,0.0,0.0,True
2013-01-31,ic,0.6158468771420235,0.3841531228579765,0.0,0.0,0.0,True
2013-04-30,ic,0.4606364678410616,0.4973354041868877,0.042028127972050494,0.0,0.0,True
2013-07-31,ic,0.2296029909331662,0.28635526220562313,0.48404174686121065,0.0,0.0,True
2013-10-31,ic,0.3389132893806423,0.2597043296445083,0.40138238097484946,0.0,0.0,True
2014-01-31,ic,0.3170899520693543,0.2854457536794089,0.39746429425123686,0.0,0.0,True
2014-04-30,ic,0.2946778174799398,0.2701918693748213,0.43513031314523876,0.0,0.0,True
2014-07-31,ic,0.06705805229112433,0.11282387392543407,0.8201180737834416,0.0,0.0,True
2014-10-31,ic,0.0,0.0,1.0,0.0,0.0,True
2015-01-31,ic,0.0,0.007547596102720146,0.9924524038972798,0.0,0.0,True
2015-04-30,ic,0.0,0.0,1.0,0.0,0.0,True
2015-07-31,ic,0.0,0.0,1.0,0.0,0.0,True
2015-10-31,ic,0.20900702458018558,0.09776232652242352,0.6133789383459446,0.047594145779134574,0.032257564772311786,True
2016-01-31,ic,0.20888280775750293,0.08305632444624178,0.4030875109353311,0.22426029526689145,0.08071306159403273,True
2016-04-30,ic,0.2507420144114621,0.1310441737224248,0.2904932474268373,0.1969073959084311,0.13081316853084463,True
2016-07-31,ic,0.2091895250608586,0.10410940149354703,0.2458242829678769,0.27065731059846265,0.1702194798792549,True
2016-10-31,ic,0.0,0.0,0.7252418462091548,0.2747581537908453,0.0,True
2017-01-31,ic,0.0,0.0,0.4932293126057611,0.31205028686514136,0.19472040052909753,True
2017-04-30,ic,0.06489574980623182,0.0038784544889578095,0.4820255812585728,0.2974353090976477,0.15176490534858983,True
