date,Top decile EW (net),Top decile CW (net),Top quintile EW (net),Top quintile CW (net),LS D1-D10 EW (net),LS D1-D10 CW (net),LS Q1-Q5 EW (net),LS Q1-Q5 CW (net),SPY (total return),Cap-wtd universe,Equal-wtd universe
2010-11-30,0.10388835106678052,0.06649667541378702,0.07551677936993995,0.0599923786262464,0.01993409660304689,-0.033960155741753616,-0.016729715711565764,-0.04063189797983012,0.06682232599510796,0.06508273136975805,0.07245127580218172
2010-12-31,0.01445030742439048,0.01559957653574618,0.023730267017145867,0.01315408272408172,-0.022291767577774926,0.002486474488093837,-0.010945851448090658,-0.003850781958094567,0.02324127149557076,0.022917800341703806,0.025568123814090737
2011-01-31,0.04933611160755022,0.028430121978990145,0.04307278873682696,0.030940072313297654,-0.023058433524024854,0.003912909422353277,-0.02474343104013614,-0.002201987803884543,0.03473212466897535,0.030642480051403933,0.03887079821434755
2011-02-28,0.0008988864846500256,0.004728643263528396,0.0028086399100352155,0.010097830844932154,-0.014902874046444598,0.004953669026451905,-0.007897338936640646,0.01322392268532942,9.843488532323974e-05,-0.000698366581871913,0.007732509366359691
2011-03-31,0.053249257312050935,0.03552220602651198,0.03937846365554701,0.032120635039531664,0.03483974465906263,0.032107431056565126,0.011750036979086102,0.020631564572698918,0.0290354330708662,0.02824515021462518,0.02974088783159762
2011-04-30,-0.0045001781804404305,0.0018820662479926394,-0.0003138384719972941,-0.0012760533022263536,0.009970876456168383,0.01595742653737442,0.013934660611667926,0.008243038289332236,-0.011286465805834478,-0.011716045115881774,-0.006624060124016866
2011-05-31,-0.030995961378689943,-0.0360316394794241,-0.025233137935110075,-0.02826049233544744,-0.016859741281254947,-0.032979382707879694,-0.0073614356064990605,-0.008209078764047835,-0.01683273677082331,-0.01716414208643041,-0.01841500456253961
2011-06-30,-0.04153503674889337,-0.041181551375167755,-0.031702925406170215,-0.030811265878917873,0.005473529448906584,-0.019870996099818038,0.004050063166536063,-0.010020885879905263,-0.02007281314572462,-0.017297408500541463,-0.03532709182985443
2011-07-31,-0.06638837449029159,-0.05452103364909219,-0.06538846318292281,-0.05452119990736298,0.0066569581984750196,0.02131546318473854,0.0006331072486261699,-0.004254242187189068,-0.05492519329249923,-0.05201371639056013,-0.06468549777319643
2011-08-31,-0.11747414487696484,-0.10446282643354708,-0.10370230689391538,-0.06181701607725291,-0.036166441471354185,-0.044372861230936506,-0.022107709075716603,-0.013478487489318298,-0.06948576285592867,-0.06597086160160859,-0.09001832476939392
2011-09-30,0.1450122306925748,0.1496841902981862,0.13569912512909882,0.10037907124044385,0.020517372115870645,0.04035187508578901,0.021105062694814537,0.0010113810869250331,0.10915734185887183,0.10707175264408539,0.13416006404345798
2011-10-31,-0.015363435838451933,-0.007754243455789268,-0.006189207416762542,0.0003049461195195123,-0.0017315059037694373,-0.007567622928015232,0.012696206958579079,0.02776732545609839,-0.004117768169652147,-0.0015946268083099954,-0.006287519618150153
2011-11-30,-0.009133336249973915,-0.006116091686052495,0.009929271588656486,0.009561845059211378,-0.002680334458404213,0.012284622879949778,0.010946307112183709,0.029169149316473162,0.01044035559230938,0.011330812263274943,0.003688510860142054
2011-12-31,0.059048596022921784,0.07861317949125833,0.059303949390769765,0.06015215187342939,-0.013517410342330151,-0.0012792187501143603,0.0014850394832747371,-0.004082417735425923,0.04644501278772384,0.043720280292787295,0.0563735382266844
2012-01-31,0.048573486561082714,0.10058911599798981,0.03420615845288039,0.07600413482473148,0.015378022113927147,0.05708373517965022,-0.008684951980886304,0.04315862689225172,0.04340600254179283,0.04451870298419808,0.0409092256013981
2012-02-29,0.02093948247848302,0.05835229620896834,0.0248576833638653,0.05710672109902245,-0.002715929714455148,0.037179567927951664,0.0007024337334491011,0.033352485522492176,0.03213716855616977,0.03471687594060806,0.02488498653765738
2012-03-31,-0.0022621006368646955,-0.0005761849637311363,-0.009044007615710014,-0.012021214404726381,0.013678629515576244,-0.003666635023405288,0.000809119957964458,-0.020479387575725292,-0.006626724763979519,-0.005471318573865101,-0.008138929563966987
2012-04-30,-0.08146656559243877,-0.07912908094785046,-0.0779634957412467,-0.06396898327007809,-0.015370194175837178,-0.045036328529024644,-0.001470186742458378,-0.009049766252028357,-0.0600383806999909,-0.05917247126981282,-0.0708187658897493
2012-05-31,0.025955777278370583,0.03977276416960659,0.029720136283411944,0.035291736284721376,-0.03033015801909376,-0.02187780630943477,-0.024083102896232323,-0.02065270554250308,0.04054054054054057,0.04124577749191175,0.03560602220920135
2012-06-30,-0.002645130308745276,0.016475985962647714,-0.006105864524062144,0.011712990625479971,0.0006999639039408585,0.02101464740583232,-0.016577967027513237,0.0018728271547208066,0.011772400261608862,0.015045944578749481,0.0027013866279535603
2012-07-31,0.03478646710380821,0.007646976066769837,0.03492705148074685,0.01365048656592286,-0.01463820553326851,-0.037461362223815756,-0.0031484132423153376,-0.024338920448749014,0.02511773940345363,0.023502220637614892,0.029612176972853763
2012-08-31,0.03624400845054808,0.04384988835992605,0.031839293150742576,0.031072093258165196,0.003542159035393121,0.005708597286693451,0.00242150781392948,0.002295848939184028,0.025313034861724093,0.02538755660543044,0.024505155791076316
2012-09-30,-0.018513053977185747,-0.01130698938367891,-0.011096540475013664,-0.009897694864058277,-0.01550913466087357,-0.025714164323160135,-0.016276313779229765,-0.019077362456418275,-0.01818661043753289,-0.01654330918536593,-0.005737704720581911
2012-10-31,0.005025562692145286,-0.0031599063360716892,0.020356847611352067,0.013056946291741004,0.00851978471686607,-0.008672830923173322,0.020730550792482313,0.014533090274924772,0.0056375838926174815,0.004571716535789772,0.013609021295154835
2012-11-30,0.016324803317164065,0.00707184202176899,0.013985376848906923,0.006094129461137181,-0.018259977688359155,-0.019759447924829626,-0.02267179733037392,-0.017471838966247332,0.008987364299697598,0.007461092935147708,0.02385669547189775
2012-12-31,0.06037039155078629,0.043167156210078036,0.06161291859075374,0.054164097019944714,-0.01292533578172172,-0.02173073382269334,-0.008683960393989859,-0.014112126437998352,0.051150895140664954,0.052139060360729184,0.06704381725208786
2013-01-31,0.001186694840186714,-0.0027302442294251193,0.004509365608280991,0.0010877517041919939,-0.0021372854715290524,-0.015589269718378707,5.058098724168759e-05,-0.009093095419388228,0.012752747713734358,0.013179519832771538,0.012501125101559651
2013-02-28,0.05312925274773603,0.03725829472135141,0.04936099367636645,0.04151240377015554,0.014071031457765303,0.00902381612998945,0.002104973998807131,0.009586697502553622,0.03802501863971508,0.03628565691113862,0.04215167315055761
2013-03-31,0.05157324801446656,0.03271771753443385,0.025306218677741736,0.023651488824552976,0.010018037090673232,-0.012301739956265547,-0.0017295501129871737,-0.004435768760535183,0.019154030327214633,0.021941754249450843,0.019756948371244518
2013-04-30,0.031058156178496457,0.027648456421548038,0.030140176428040497,0.020075577542474066,0.013307564330845331,0.03431597909423532,0.0057119789565343885,0.008248136220913641,0.023649177760375784,0.023629252237303226,0.02886472259408702
2013-05-31,-0.006078516003018425,-0.02909138316564988,-0.004063489143244275,-0.01693801544843066,0.018360877906819097,-0.014954805578051261,0.011543796044870576,-0.004626969483970896,-0.013310893512851973,-0.014245066969714119,-0.011431172092242935
2013-06-30,0.06803430378380387,0.0685364787600537,0.06028152786135859,0.05685609735775395,0.010879988469961408,0.006323012936454653,0.008961438085154243,0.01211811636985546,0.05163591254458044,0.05010542493050113,0.05635738043927817
2013-07-31,-0.024208899619500245,-0.03195959621922827,-0.025327455403158717,-0.036163142484496515,0.017848293627131594,0.005996993608960763,0.008785105541618914,0.0013742670768102819,-0.02993217340017673,-0.030260015125529803,-0.02966204400272502
2013-08-31,0.03659717426809901,0.03287307601796748,0.04308512227986435,0.032036091179379216,0.0045160334890155885,-0.016216267694918678,0.013161299495764571,0.014797235032105763,0.03161574707402348,0.030619502484034895,0.04047726098729438
2013-09-30,0.06048007193208917,0.04694044231092545,0.04514965882817926,0.03901256504998879,0.000867128704127395,-0.023311913768469125,-0.011262896741769732,-0.022871181655752214,0.04626491822602041,0.0472605353351419,0.04203708489303054
2013-10-31,0.04149223454120044,0.05381853344324105,0.03592565301189639,0.045832014654668456,0.03918762001999767,0.06539808329475495,0.027490012964631206,0.02537140484460931,0.029643712153217816,0.03185377879048107,0.024923512960809538
2013-11-30,0.02914595466344847,0.028600260875960345,0.03058521156949574,0.03240397767478472,-0.00024431321860863674,0.008004722601698063,-0.0024290360017769873,-0.0011337695335490194,0.02591807426656656,0.024161892015779427,0.02808349991546981
2013-12-31,-0.03434485472664782,-0.03742256087195595,-0.041842006180834175,-0.029208919292256132,-0.0099108943690324,0.00839711017221057,-0.010636863205478107,0.015261668026272957,-0.03519530729236098,-0.03395628457126111,-0.02936455497188583
2014-01-31,0.042404614277198174,0.04546700030347647,0.04580379032661239,0.03889532075219197,-0.009029838673673185,-0.0027260835537872103,-0.007415583421989998,-0.007687073050511742,0.045460826309243973,0.0440240425539863,0.052747546760788244
2014-02-28,0.020464797013788436,0.020138112834041228,0.008981777232318734,0.010253493119555946,0.005654081015726269,0.02230080704117547,-0.0009921144367454095,0.006953815561697243,0.008326724821570375,0.008421966639135454,0.007887069031622132
2014-03-31,-0.001249279945711303,0.025381842703637265,-0.0013398788766278901,0.0155600201160425,-0.009327138812334919,0.014709294949252029,-0.011412064553803617,0.001896525972927045,0.006947175252326465,0.006315027546600025,0.0002865820573614312
2014-04-30,0.02369106687560598,0.033134442070017145,0.019680059340912257,0.01853737214885534,0.0009459290334750535,0.008240312661403886,-0.006081147935211267,-0.008945656555021352,0.02323613642280664,0.02393116327429821,0.023072833344404773
2014-05-31,0.032027788327548164,0.01247733564357686,0.030510728020767538,0.013485482128640293,-0.006780761220553856,-0.013298042667189043,-0.0038522402736454317,-0.012395498968386258,0.02067298517905991,0.01970450520681582,0.026791902584264237
2014-06-30,-0.013279309295223283,0.00547511493941507,-0.026148240444047854,-0.01222893834885763,0.007108737689543008,0.027380514976541058,0.0035868054800652404,0.005789028050836305,-0.013461298766047625,-0.012014873386521852,-0.021883659257468446
2014-07-31,0.046615668459625115,0.044923146724804595,0.0494032087125385,0.050987338918914445,-0.006949671594622712,-0.0018273864363424865,0.004294928742567639,0.01607329667380839,0.039481996209728365,0.039505732759973614,0.04364283774290621
2014-08-31,-0.020304622447871856,-0.010407457208517983,-0.021935070933772,-0.007869087572646356,-0.005446825584561139,0.004345709323431656,-0.002795266166994216,0.0008188296387400037,-0.01379519902765125,-0.012443301711785187,-0.025151823624526656
2014-09-30,0.049991950330139916,0.0321145263496343,0.040222398353373254,0.023773543645496404,0.02111399838035217,0.013844372014505555,0.012456178764631152,-0.0010967289415223466,0.023539561252156727,0.024033744798051492,0.031501901102767356
2014-10-31,0.02765604951732084,0.016666997728812007,0.03534982583706568,0.03735241230385435,0.017259746155155464,-0.007712333642776271,0.024588591406856437,0.01874892524488042,0.027513546056592286,0.026205120498473615,0.024808153004630892
2014-11-30,-0.007880168964793578,-0.008170178123677516,-0.002989977386376617,-0.022019209269191174,-0.01345163227148433,-0.019300234513450757,-0.007489009713420113,-0.03726364461588361,-0.002578074646979567,-0.0032409691182932352,0.003014218098629483
2014-12-31,-0.023973853486822072,-0.032562843666745556,-0.02277716299809499,-0.009243274680288713,0.008426921715458167,-0.00020474142271617807,0.00854971050094696,0.03511254190494128,-0.02960700229101798,-0.029006139133209426,-0.029758526049194864
2015-01-31,0.056751415039130976,0.07301027355904831,0.05926513331755918,0.07017051122403069,0.0013568141239011478,0.0017871158616409907,-0.0008960273357768737,0.0049091984913597385,0.05617773472970522,0.056594082278031047,0.06002719641243496
2015-02-28,-0.02285169455365427,-0.027354528302137027,-0.021132052431888124,-0.027633316670698318,-0.021137111222814177,-0.012445160793867533,-0.015559021948647958,-0.01177636153514556,-0.01570470568005966,-0.015483060425924698,-0.008713415468953378
2015-03-31,0.01497727903991576,0.011892978027473832,0.003246766767217922,0.028850130463925112,-0.01653460686208049,-0.03072989997311673,-0.018635095429494524,-0.0008523356404085244,0.009841029523088629,0.007926321513195549,0.0033060745774292203
2015-04-30,-0.009311225105909609,0.010645348050042074,-0.0005288637747882892,0.011055417321891452,0.0017838259097089492,0.024130157764752098,0.002954599388652581,0.018963846318212206,0.012858955137815764,0.01199862730789828,0.008078916298895764
2015-05-31,-0.0064598543903253,-0.0035494960737354354,-0.013345959524034012,-0.0072965524793845524,0.02622935192948155,0.024486080138130913,0.008479620150012588,0.013440231498583267,-0.020324508966695132,-0.017989509313711217,-0.019726535891692015
2015-06-30,0.019194605673861432,0.03353962919504228,0.01189091030412997,0.026571956101342782,0.07221896676201152,0.03629143255684631,0.03489301072715922,0.02454011119376114,0.022547652254765183,0.027198674939251384,0.0074662236022491075
2015-07-31,-0.062057678188133694,-0.06122164475582034,-0.062254363559028025,-0.06026099317647335,-0.014834946669458803,-0.0008319942177766927,-0.013410758734872604,-0.0026376488026037446,-0.06092293703114349,-0.05953367881789086,-0.05446305348231774
2015-08-31,-0.006509348899779016,-0.013232851847740515,-0.02080676705274986,-0.02119255066370046,0.06117573995845281,0.029477207908228227,0.0372504133519242,0.011381567354563693,-0.02553861050593076,-0.023567479019473463,-0.034576733410467034
2015-09-30,0.09164375622226217,0.08632143093675536,0.08421001482598627,0.08317300055081307,0.03444601804733753,0.020316614455628972,0.021141258453685644,-8.76934720269985e-05,0.08508259843497701,0.08453635039209802,0.07119014415569414
2015-10-31,-0.000281225889364409,0.0018443884964328245,0.0017115638982150756,9.390274004309558e-05,0.006733729088827297,-0.006437561944121479,0.016336988253486576,0.006453607637204419,0.00366300366300365,0.004722468065966553,0.00297175828280475
2015-11-30,-0.0046134128453384745,-0.009940761672129863,-0.011564811348115914,-0.006771632410011372,0.07172557428495167,0.06381483224178981,0.04309775752938199,0.04073078967874172,-0.017278740875912413,-0.014693663250093898,-0.025455507166363647
2015-12-31,-0.045993059692332354,-0.0793508410082982,-0.05291582430814295,-0.05899431853946717,0.029209603391270343,0.011096291311619825,0.01430474521261505,0.006140048213127975,-0.04978819706377302,-0.04680657375270923,-0.05531083741906794
2016-01-31,0.007582491823907851,-0.0155348343597919,0.01638891675010892,-0.013014946214199253,0.0179352875661856,0.010357614751725717,0.019453940695753718,-0.005736169584651925,-0.0008549618320610186,-0.005339541527208297,0.012153065378246394
2016-02-29,0.07580633259994506,0.08115884778885989,0.0725699485145864,0.07400322219882896,-0.05630249725502395,-0.020378282056738778,-0.03659767135699183,-0.002892487836084462,0.06729417517266656,0.06699395219298883,0.08218280351984877
2016-03-31,-0.003428783496437816,-0.028619705217283298,-0.0069918954256496454,-0.016362997741833748,-0.0911318152372026,-0.08732120935955494,-0.05152063203810994,-0.04979153385792044,0.0039514374069407054,0.00028832160003336503,0.010907083988544385
2016-04-30,-0.025493854706172204,-0.0007657449613297778,0.0014350645351963636,0.010592837457965524,-0.04151310447533334,-0.012192495082783378,-0.0049920316507854135,-0.0028737516933611765,0.016998459871085503,0.019036292838683144,0.014598875930329276
2016-05-31,0.009758403937872417,0.00705622444362117,0.0010290802720699691,-0.0032517967329658876,0.024622062586321485,0.01748906096305872,0.009062816418173615,-0.004996385925256117,0.00347748050928276,1.958326957981777e-05,-0.00022498163551967288
2016-06-30,0.029804478174078476,0.021506617712062904,0.03807450228592543,0.02735268685950135,-0.009881586463621727,-0.0026330208917383323,-0.013768479163765687,-0.007460555825838335,0.03644290425353525,0.039235148305893586,0.04403463294164758
2016-07-31,-0.01255543878894653,-0.01939297602209039,-0.004909491846031665,0.00042547847190597813,-0.040946454187951675,-0.04946369932469635,-0.020668921883071453,-0.01384915813450522,0.0011864315375074153,0.002195349551297594,0.0025785353908330307
2016-08-31,-0.015292184724188668,-0.014540707324537609,-0.00842538370319465,-0.012326356102295722,-0.026332036677538702,-0.02672302357595433,-0.013903651914470263,-0.017134891145161934,0.00010772959870708476,0.000482355311528738,-4.2448964748638233e-05
2016-09-30,-0.010854555022815456,-0.006765324116810246,-0.008698783385618412,-0.006468388549017869,0.030442424453368783,-4.077062945029297e-05,0.019089247823164655,0.0042364259920072925,-0.017342597080842403,-0.016440209369611117,-0.023442915012001953
2016-10-31,0.05640797310519181,0.064610499913059,0.06616979861391414,0.074972503037814,-0.002292339624535487,0.02833195295881045,0.018450011455483757,0.04344448583484456,0.03683200876952597,0.03231987103253302,0.05199238273852849
2016-11-30,-0.004494081695147483,0.0057362481550865645,0.0007030195014032584,0.014657309038682948,-0.02180117201102402,-0.022627539770370474,-0.009266484939653407,-0.0031080446134654116,0.020246339271554836,0.019145016529632825,0.010524232462904345
2016-12-31,0.027149405089588803,0.029548337843229244,0.029196496137961058,0.023249801246649823,0.03328600797197272,0.028592567088718965,0.021686644868936355,0.017257232618194555,0.017927461139896517,0.020382054831582716,0.02153457589692255
2017-01-31,0.029079787162647877,0.04167708065523206,0.03546765078588555,0.031869725367660924,0.023003537494747577,0.022822847210365923,0.022942679567280314,0.0075636623113841134,0.039295530896874764,0.03988560244977578,0.03207690276539473
2017-02-28,0.010692533690102462,0.016030789196062992,0.0110817389368558,0.020167718851363276,0.0338567839603397,0.039436568265272094,0.021914506331383594,0.031505544821275065,0.0012244098344598164,0.001233406094464736,-0.0015163085157850606
2017-03-31,-0.0001851925998105459,0.002995734379359282,0.004955155123011359,0.01343786960148956,0.0021048030827729566,-0.0020129996788080767,0.0028417499389005903,0.010350220710323843,0.009930049405664443,0.01351345767965205,0.006343872807770551
2017-04-30,-0.008020537025775643,0.032325337957560575,-6.673389928310737e-05,0.024947833879527717,-0.025253462736572883,0.019554513962098414,-0.011689641314138879,0.003358997484437032,0.014094739901191478,0.017041267053690398,0.005673524750385901
2017-05-31,0.03324927977513501,0.025927012575695248,0.015505068418749776,0.017093947437477844,0.02073764054519766,0.003188023723817227,-0.0015320766721866738,0.006307786325479902,0.0064001528394708185,0.0036822292983887477,0.0131374328432905
2017-06-30,0.013847512768757493,0.02473165042999637,0.015602500776536616,0.021970927089823032,0.00037050205644493324,0.018858967414715135,0.002107918106357511,0.00707970841148045,0.020549570499738934,0.021655983670642323,0.01567246694734601
2017-07-31,-0.013184620432194167,-0.005828639262672563,-0.011415160914739137,0.0007473895911726362,0.0030118200089265966,0.003573548493757896,-0.0023807781924946557,-0.011019103191642553,0.0029296875,0.0034528559811653,-0.008727274822978758
2017-08-31,0.03387618955936467,0.03179923756382767,0.04024664675433062,0.03536547038253307,0.005766669706082198,-0.0019324713881469055,0.01533876641179413,0.02616757640173709,0.020076969444058124,0.019934835881165118,0.029915748023309804
2017-09-30,-0.000691910248212325,-0.0003105930474195592,0.004629374091311541,0.025381139919770077,-0.005028714723304006,-0.02380367214530214,-0.0018684377738041715,-0.018258508980339,0.023590909090908996,0.02643044571340533,0.01162208194147887
2017-10-31,0.04694906921778194,0.04466205846597031,0.03595082757729179,0.026873512495582116,0.01531240067960459,0.01753435112235508,-0.0025011929696249486,0.0020965839227126736,0.03055197832941059,0.03075590965070349,0.03849194766761743
2017-11-30,0.014259834021025845,0.01747775789395348,0.020380836800786922,0.00786077863534252,-6.19365697355754e-05,0.005001301791237687,0.004260072624898412,-0.006069307674687779,0.012108415564269448,0.011772701467106027,0.013059777494960598
2017-12-31,0.05950826570518669,0.08284222458960104,0.05314479659274825,0.05518200187513123,0.02096963621992129,0.038925766901182074,0.010507626909542822,-0.0003476852130338175,0.0563692098092643,0.06086581424352426,0.04479217989816019
2018-01-31,-0.026872169922343054,-0.029577758955381634,-0.034137417211801635,-0.01079244865756842,0.034521343182791896,0.044318361011708045,0.022684214255310593,0.044272039475664174,-0.03635337739803324,-0.03837578604606934,-0.0445314391335915
2018-02-28,-0.012791435420921643,-0.03733876441988704,-0.018295569777298265,-0.03740500802759585,-0.001708797096455251,-0.007616742202912648,-0.013946825990712147,-0.017180960215621894,-0.027394395650355396,-0.02720516521760002,-0.010618126376109337
2018-03-31,0.015087159240244459,0.02050850419909121,0.020228660937650182,0.023653313032047055,0.03447491104298239,0.036803113347289106,0.019828728927497964,0.023866455597782832,0.005160180606321063,0.0029045697651389206,0.002474361764804065
2018-04-30,0.012350191860809502,0.06338090818695254,0.011147005164729072,0.043225199053919784,0.002830230079466085,0.07517004402919435,0.007631604131597682,0.041275733778253915,0.02434224598930479,0.02550162667910639,0.014450314503033294
2018-05-31,0.00249045210781602,-0.013625954796706806,0.009586963475547683,-0.0048938485079596155,-0.001145258291259294,-0.010911786035689566,-0.00436096432693338,-0.01799706227883144,0.005763448045439379,0.006373222927664388,0.010119160898890391
2018-06-30,0.032897298389939794,0.03837395758155795,0.03295087184834982,0.03012824083054605,0.001841488822894542,-0.013505627426696091,0.006253920673322314,-0.009517947370500357,0.03704011294742959,0.03852521545470276,0.032144715052222335
2018-07-31,0.02706781364734776,0.027531240613479523,0.028584030434022314,0.02268139340145556,0.016950954446424527,0.014887791004588532,0.019367693771349982,-0.030343144740647497,0.031913189717305945,0.033190731507558593,0.020453102060766056
2018-08-31,-0.006569060501081837,0.0026176686439434035,-0.00520825376328126,0.0032433804401191227,0.001356346803472586,-0.0024527336568889203,-0.0032321158892134874,0.007915784714501129,0.005936905824376337,0.004916110929497614,0.0015090896127847838
2018-09-30,-0.07942353222065132,-0.08633203447931179,-0.0841631104118152,-0.07435195098849297,-0.02159088539008884,-0.04367900551889969,-0.03222740080456882,-0.03509768813640922,-0.06908656071593888,-0.06844946434238891,-0.07176041109071588
2018-10-31,0.024749879502331658,0.02919809417687031,0.01893857769935691,0.022139930108586742,-0.0045844519988979425,0.018048643412248638,-0.0010441409191313984,0.0020852255257152305,0.018563792317573435,0.019744413052295934,0.027770749813363964
2018-11-30,-0.08194794060187248,-0.08675514412053685,-0.09473744791091893,-0.08626261046117248,0.014311456595410131,-0.020648773051146208,0.007949263430164286,-0.009142414255206932,-0.08807615638094468,-0.08938051156517865,-0.10008923437584609
2018-12-31,0.10935142469351833,0.08453437498491932,0.10546116260802986,0.08148745560752067,0.020833747559013308,0.011760628680935747,0.007262901286693372,0.001132489353282513,0.08007673090649536,0.08094353350979802,0.09983947903559974
2019-01-31,0.03470506310757896,0.04194871928266217,0.04088974218580512,0.03157449026165588,0.017862903503725148,0.013678901791770937,0.006981002954716506,-0.0068411076485468325,0.032423278674982514,0.03077162247225418,0.036895452963282394
2019-02-28,0.002063566765701981,0.02740808006068656,0.0036124861825083945,0.03283478357027436,-0.014626555757861244,0.01050395909561773,-0.015545534832444821,0.017371520973174768,0.018082893262922006,0.01980730935936058,0.008049056701066825
2019-03-31,0.028298884301705858,0.03858111107500301,0.03906410372599334,0.05293870219795804,0.0025373593473364863,-0.009178603704211873,0.001886054252366735,0.00463020451742695,0.040828355862936316,0.03981714082420457,0.03526243129409771
2019-04-30,-0.07292943504778175,-0.08188759857576194,-0.08049541125909816,-0.08225847347082783,0.015974036229027905,-0.011708169945947804,-0.002540547264819048,-0.012404951136734094,-0.06376713104541853,-0.06411129218738856,-0.06920240708479031
2019-05-31,0.057462363370376544,0.054091682363957845,0.06095408752074793,0.058168010788386605,-0.042482563538014544,-0.02639945549603677,-0.03828987995650716,-0.030993148743350532,0.06960238728929768,0.0678210312010242,0.07701990249532137
2019-06-30,0.009859919490859447,0.009222763512114327,0.01357980341105366,0.012173496109787567,-0.009889323557240967,-0.011377538223034346,0.008044579583761365,-0.017414841396040527,0.015118383350927411,0.017684044846113203,0.008736593546878488
2019-07-31,-0.03798789849066888,-0.021573155328477,-0.03008429426505977,-0.007652447770940739,0.04128346922407283,0.0077557014850902425,0.035030170390119644,0.027358384234709834,-0.016750232126276687,-0.016348557523049496,-0.031180792008312544
2019-08-31,0.05008881884754253,0.03013030419314984,0.04458017067621565,0.022016198616022546,0.0017046314563888068,-0.01036692881897644,-0.0009390920157154343,-0.018416572977496888,0.01945304827377803,0.01859973988836986,0.033656745195542556
2019-09-30,0.026639771885660305,0.03508142048929916,0.02133632399239879,0.022379737200301338,0.02326269973841674,0.03079285203635248,0.018824361989392427,0.013153817127965806,0.02208307088072936,0.022261847034708845,0.013142457018997201
2019-10-31,0.020542791004656804,0.04427605897393309,0.03985604886579647,0.051099666940230506,0.0006882262096223224,0.009908012012862916,0.023570418210101675,0.019858172352653906,0.03621533442088065,0.03640577052289564,0.03404797521834973
2019-11-30,0.034152567814520106,0.05719335175285861,0.03596083342988708,0.04838354386853766,-0.0088247153551418,0.03491344464784345,-0.006991513246647057,0.018934030936745377,0.029037223621606545,0.02966221931390211,0.028331164461998924
2019-12-31,-0.0056198692602101846,0.031224895354626227,-0.0028965686632971776,0.012737883661841833,0.018897932049209042,0.05878852717749433,0.02121277319623108,0.04310435003408225,-0.00037397157816010385,0.0025410452215740773,-0.017360097009634694
2020-01-31,-0.09825730926811058,-0.09318472727655962,-0.09335692194887416,-0.07481538182145762,-0.0018752811369809929,-0.00299816217166755,-0.0009609831362320106,0.02052780349457313,-0.07917559432710941,-0.0811726357345517,-0.08990583072572067
2020-02-29,-0.19771777370789034,-0.13953455965313558,-0.18845684310171623,-0.11660607808429431,0.0937543965426845,0.08179445083787316,0.07068635813435158,0.07912126201183105,-0.12487534626038777,-0.12195975530166257,-0.18755165564858173
2020-03-31,0.15480173715942505,0.1366709302243608,0.14829159934082153,0.1624856206872261,-0.0291395779727837,0.03025359109223106,-0.02025516197413302,0.04886964543590187,0.12699417574069383,0.12939500233795986,0.14616444157195202
