horizon_months,mean_ic_%,ic_ir,t_stat,hit_rate_%,n_months
1,6.333491260376543,0.5158930169287897,7.129783344459684,68.58638743455498,191
2,7.241866867933025,0.618602619921595,8.526848671170004,71.05263157894737,190
3,8.159832220026567,0.6951403919700556,9.556600394472158,76.19047619047619,189
6,9.286887378913997,0.8032880884169585,10.95538890485492,81.18279569892472,186
12,9.387301742501702,0.8582448272970361,11.51456265104244,78.33333333333333,180
